1,26.576569,81.585839,26.576531,81.586038,26.576328,81.585943,26.576434,81.585739,,,,
3,26.576569,81.585839,26.576531,81.586038,26.576328,81.585943,26.576434,81.585739,,,,
4,26.576434,81.585739,26.576328,81.585943,26.576117,81.586404,26.575982,81.586295,26.576158,81.585947,26.576338,81.585546
5,26.576338,81.585546,26.576158,81.585947,26.575979,81.585851,26.576046,81.585676,26.576102,81.585527,,
11,26.575979,81.585851,26.575818,81.58608,26.575611,81.585954,26.575717,81.585664,,,,
12,26.575979,81.585851,26.575818,81.58608,26.575611,81.585954,26.575717,81.585664,,,,
13,26.576158,81.585947,26.575982,81.586295,26.575899,81.586294,26.575818,81.58608,26.575979,81.585851,,
14,26.576158,81.585947,26.575982,81.586295,26.575899,81.586294,26.575818,81.58608,26.575979,81.585851,,
15,26.576434,81.585739,26.576328,81.585943,26.576117,81.586404,26.575982,81.586295,26.576158,81.585947,26.576338,81.585546
